asn,name,country,registry
AS264226,ADVANCED CONNECTION TELECOM LTDA-ME,BR,lacnic
AS264227,INOVE COMERCIO E SERVIÇOS DE TELECOMUNICACOES LTDA,BR,lacnic
AS264228,BRASIL STARLINK TELECOMUNICACOES LTDA - EPP,BR,lacnic
AS264229,GLOBAL FLASH TELECOM E TECNOLOGIA LTDA - ME,BR,lacnic
AS26423,Dominion Virginia Power,US,arin
AS264230,INTERSUL TELECOM LTDA,BR,lacnic
AS264231,RG.COM - INFORMATICA & COMUNICACAO LTDA - ME,BR,lacnic
AS264232,RCA COMPANY DE TELECOMUNICAÇÕES DE PARANAVAÍ LTDA,BR,lacnic
AS264233,WF -TELECOM SERVIÇOS DE TELECOMUNICAÇOES EIRELE ME,BR,lacnic
AS264234,GLOBAL SOLUCOES EM TECNOLOGIA E TELECOM LTDA-ME,BR,lacnic
AS264235,FUTURAMA INFORMATICA LTDA - ME,BR,lacnic
AS264236,COMFIBRA - PROVEDOR DE TELEC. LTDA - M,BR,lacnic
AS264237,MTCONNECT SOLUCOES DE REDES E WIRELESS,BR,lacnic
AS264238,Link Net-Igarapava,BR,lacnic
AS264239,Digital Telecomunicações Ltda-Me,BR,lacnic
AS26424,"Wintec Industries, Inc.",US,arin
AS264241,Netsul Servico de Provedor Ltda,BR,lacnic
AS264242,Diogo Cássio Cabral Me,BR,lacnic
AS264243,RV-TELECOMUNICAÇÕES E SERVIÇOS LTDA,BR,lacnic
AS264244,SPEED NET SERVIÇOS DE TELECOMUNICAÇOES LTDA-ME,BR,lacnic
AS264245,Turkeynet Ltda.,BR,lacnic
AS264246,Globaltech Telecomunicações e Informatica Ltda ME,BR,lacnic
AS264247,Maila Networks,BR,lacnic
AS264248,BandeiraNet Telecomunicações Ltda ME,BR,lacnic
AS264249,Lyra Network Telecomunicações LTDA,BR,lacnic
AS26425,Exelon Corporation,US,arin
AS264250,Marisa C. K. Martins,BR,lacnic
AS264251,Glauber Serviços de Informática Ltda.,BR,lacnic
AS264252,NetChip Provedor de Acesso a Rede e Internet - Me,BR,lacnic
AS264253,ISSO INTERNET E TELECOMUNICACOES LTDA - ME,BR,lacnic
AS264254,DATIX - NETWORKS,BR,lacnic
AS264255,INTERFIBRAS TELECOMUNICACOES LTDA,BR,lacnic
AS264256,SNOWLAND PARTICIPACOES E CONSULTORIA LTDA,BR,lacnic
AS264257,Livre WiFi Telecom,BR,lacnic
AS264258,Embare Industria Alimenticia S/A,BR,lacnic
AS264259,"INTERATIVA TECNOLOGIA, INFORMACAO E COMUNICACAO LT",BR,lacnic
AS26426,Columbus Networks Panama,PA,lacnic
AS264260,G L Serviços e com. de informatica LTDA.,BR,lacnic
AS264261,Agencia Brasileira de Desenvolvimento Industrial,BR,lacnic
AS264262,BOSSNET PROVEDOR DE INTERNET - ME,BR,lacnic
AS264263,STARTEC SUPRIMENTOS DE INFORMATICA,BR,lacnic
AS264264,SAKKA TELECOM,BR,lacnic
AS264265,a-guedes propaganda,BR,lacnic
AS264266,L & K INFORMATICA LTDA - ME,BR,lacnic
AS264267,TaboadoNET Comunicação e Multimídia LTDA-ME,BR,lacnic
AS264268,TELETURBO TELECOM,BR,lacnic
AS264269,L & G Telecom,BR,lacnic
AS26427,"Enterprise Integration, Inc.",US,arin
AS264270,NETCOL - SERVIÇO DE PROVEDORES DE ACESSO LTDA,BR,lacnic
AS264271,Tribunal Regional Eleitoral do Rio Grande do Norte,BR,lacnic
AS264272,REDE BARRA TELECOMUNICACOES LTDA - ME,BR,lacnic
AS264273,A & G TELECOMUNICAÇÕES LTDA EPP,BR,lacnic
AS264274,DSP RS TELECOMUNICAÇÕES LTDA.,BR,lacnic
AS264275,ROLIM NET TECNOLOGIA LTDA,BR,lacnic
AS264276,REallink Informatica Ltda ME,BR,lacnic
AS264278,MICROTELL INFORMATICA,BR,lacnic
AS264279,TDF Provider Servicos em Informatica,BR,lacnic
AS26428,"The Talbots, Inc.",US,arin
AS264280,eagle redes de telecomunicacoes ltda,BR,lacnic
AS264281,RS Portal Ltda.,BR,lacnic
AS264282,Hypernet Técnica em Redes de Comunicação e Compone,BR,lacnic
AS264283,Net Triangulo Telecom Ltda - ME,BR,lacnic
AS264284,Transdados Telecom,BR,lacnic
AS264285,DataLinux Informatica Ltda,BR,lacnic
AS264286,CRICCA COMERCIAL LTDA,BR,lacnic
AS264288,GNET PROVEDOR,BR,lacnic
AS264289,PROVEINTER LTDA,BR,lacnic
AS26429,Sierra Pacific Industries,US,arin
AS264290,MicroWebNET - TechLink Telecomunicações,BR,lacnic
AS264291,Engie Brasil Energia S A,BR,lacnic
AS264293,Smart Solucoes em Telecomunicacoes,BR,lacnic
AS264294,Itech Telecom,BR,lacnic
AS264295,Unolink Telecom Ltda ME,BR,lacnic
AS264296,Ministério Publico do Estado da Bahia,BR,lacnic
AS264297,CONECTJA TELECOMUNICACOES LTDA - ME,BR,lacnic
AS264298,Gr Informatica Ltda,BR,lacnic
AS264299,REDE CONECTIVIDADE LTDA,BR,lacnic
AS2643,IHEP-SU AS,SU,ripe
AS26430,Lash Group,US,arin
AS264300,INFOPOINT NET,BR,lacnic
AS264301,LNP SERVICOS DE TELECOMUNICACOES E INFORMATICA LTD,BR,lacnic
AS264302,PIRES & PAULA LTDA,BR,lacnic
AS264303,NJS TELECOM LTDA.,BR,lacnic
AS264304,Serviço Nacional de Aprendizagem Industrial-SENAI,BR,lacnic
AS264306,D E D Servi?os de Informatica Ltda,BR,lacnic
AS264307,Netcom Provedor de Internet e Comércio Ltda,BR,lacnic
AS264308,RM INFORMATICA LTDA,BR,lacnic
AS264309,ITCONNECT TECNOLOGIA DA INFORMACAO LTDA.,BR,lacnic
AS26431,Spectrum Data Services,US,arin
AS264310,MUNDIAL NET TELECOM - EPP,BR,lacnic
AS264311,Plug Supernet Telecon Serviços de Informatica Ltda,BR,lacnic
AS264312,Departamento de Polícia Rodoviária Federal,BR,lacnic
AS264313,PROCURADORIA GERAL DE JUSTICA DE RORAIMA,BR,lacnic
AS264314,BOM FUTURO AGRICOLA LTDA,BR,lacnic
AS264315,Ciclo Tecnologia da Informação LTDA,BR,lacnic
AS264316,IZAZ PROCESSAMENTO DE DADOS LTDA,BR,lacnic
AS264317,MIDD SUPRIMENTOS PARA INFORMATICA EIRELI - EPP,BR,lacnic
AS264318,WM TELECOM BOCAIUVA LTDA. - ME,BR,lacnic
AS264319,FOX SERVICOS DE COMUNICACAO LTDA ME,BR,lacnic
AS26432,Hartford Steam Boiler Inspection & Insurance Company,US,arin
AS264320,L S N FERREIRA & CIA LTDA ME,BR,lacnic
AS264321,WEBGENESYS INFORMÁTICA LTDA,BR,lacnic
AS264322,DATA NETWORKS TELECOMUNICACOES LTDA - EPP,BR,lacnic
AS264323,OXMAN TECNOLOGIA LTDA,BR,lacnic
AS264324,Bit7net serviços,BR,lacnic
AS264325,BRASIL BANDA LARGA EIRELI ME,BR,lacnic
AS264326,ATIVA NETWORK,BR,lacnic
AS264327,ANDERSON MANZANO BACHIEGA,BR,lacnic
AS264328,Eclipse Telecom,BR,lacnic
AS264329,SOS PROVEDOR SERVICOS COMUNICACAO EIRELI ME,BR,lacnic
AS26433,ERGOS Technology Partners,US,arin
AS264330,ZH Web,BR,lacnic
AS264331,FURSINE LTDA,BR,lacnic
AS264332,CONEXÃO INOVE TELECOMUNICAÇÕES LTDA ME,BR,lacnic
AS264333,JN TECNOLOGIA LTDA-ME,BR,lacnic
AS264334,"Marcos, Carara e cia ltda.",BR,lacnic
AS264335,NETWAP TELECOM EIRELI - ME,BR,lacnic
AS264336,Inove Telecom Ltda,BR,lacnic
AS264337,NET COM INFORMATICA LTDA - ME,BR,lacnic
AS264338,Companhia de Processamento de Dados da Paraiba,BR,lacnic
AS264339,Elavon do Brasil Soluções de Pagamento S/A,BR,lacnic
AS26434,Dynamic Air Spectrum N.V.,CW,lacnic
AS264340,MARIA LUCIA PEREIRA DE SOUZA EIRELE ME,BR,lacnic
AS264341,NETFOLHA PROVEDOR DE INTERNET LTDA ME,BR,lacnic
AS264342,UPNET PROVEDOR DE ACESSO E TELECOM,BR,lacnic
AS264343,Empasoft Ltda .Me,BR,lacnic
AS264344,AMAZONET SERVICOS DE INFORMATICA LTDA - ME,BR,lacnic
AS264345,CONECTA PROVEDOR DE INTERNET LTDA. - ME,BR,lacnic
AS264346,SOFTWAY INFORMATICA S/C LTDA,BR,lacnic
AS264347,Agora Soluções em Telecomunicações Ltda,BR,lacnic
AS264348,FRANCISCO DE ASSIS BARBOSA DE BRITO GOMES,BR,lacnic
AS264349,ABSOLUTNET LTDA - ME,BR,lacnic
AS26435,"Vantiv, LLC",US,arin
AS264350,Rebouças On Line Comunicações Ltda,BR,lacnic
AS264351,Wuzu Telecom Ltda,BR,lacnic
AS264352,CONECTAW TELECOM LTDA - ME,BR,lacnic
AS264353,Catalão Bandnet Serviços Multimídia LTDA - ME,BR,lacnic
AS264354,CARRENHO E PELEGRINO LTDA ME,BR,lacnic
AS264355,Cais Network,BR,lacnic
AS264356,WEBNET LTDA,BR,lacnic
AS264358,Petrarca Soluções Ltda - ME,BR,lacnic
AS264359,Start Telecomunicacoes LTDA - EPP,BR,lacnic
AS26436,"Inperium Management Services, Inc.",US,arin
AS264360,TASS TELECOM - SERVICOS DE TELECOM LTDA,BR,lacnic
AS264362,Teranet comunicacoes multimidia ltda,BR,lacnic
AS264363,Unimed de Bauru - Cooperativa de Trabalho Medico,BR,lacnic
AS264364,T. B. VALENTE & CIA LTDA,BR,lacnic
AS264365,UDS SOLUÇÕES DIGITAIS LTDA,BR,lacnic
AS264366,EVALDO SOUSA CARVALHO-ME,BR,lacnic
AS264367,CyberNet Provedor,BR,lacnic
AS264368,A. L. A. INFORMATICA LTDA.,BR,lacnic
AS264369,INHAMBUPE ON-LINE COM COM. E SERV. DE INFORMÁTICA,BR,lacnic
AS26437,THE CLEARING HOUSE PAYMENTS COMPANY L.L.C.,US,arin
AS264370,LWART LUBRIFICANTES LTDA,BR,lacnic
AS264372,INSTITUTO HERMES PARDINI SA,BR,lacnic
AS264373,Virtual Net Telecomunicações LTDA,BR,lacnic
AS264374,NCA Tecnologia Ltda,BR,lacnic
AS264375,FABRICIO FERNANDES HELENO,BR,lacnic
AS264376,BAIDU-3,"",radb
AS264377,FV TECNOLOGIA DA INFORMAÇÃO LTDA ME,BR,lacnic
AS264378,ITANET JOSE IVAN ARAGAO RESENDE-ME,BR,lacnic
AS264379,Joelmi J dos Santos-Me,BR,lacnic
AS26438,Monroe Community College,US,arin
AS264380,Server Fast Telecom,BR,lacnic
AS264381,RAIDNET PROVEDOR DE TELECOMUNICACOES LTDA,BR,lacnic
AS264382,Rctel Solucoes em Telecom,BR,lacnic
AS264383,WILLIAN JOHN LEMES DE OLIVEIRA ME.,BR,lacnic
AS264384,Linejet servios de telecomunicaes ltd,BR,lacnic
AS264385,Provedor Home Net,BR,lacnic
AS264386,MMM E G TELECOMUNICACOES LTDA - ME,BR,lacnic
AS264387,OZONIO TELECOMUNICACOES LTDA,BR,lacnic
AS264389,ARP TELECOMUNICACOES LTDA - EPP,BR,lacnic
AS26439,City of Albuquerque,US,arin
AS264390,MLM & SANTOS INFO LTDA,BR,lacnic
AS264391,Newnet Telecom Ltda,BR,lacnic
AS264392,AOM INFORMÁTICA LTDA,BR,lacnic
AS264393,NetBrasil Telecom LTDA,BR,lacnic
AS264394,UZZY TELECOM,BR,lacnic
AS264396,Kepler Sistemas Ltda ME,BR,lacnic
AS264397,Jdnet Telecomunicações,BR,lacnic
AS264398,neojaime oliveira ribeiro me,BR,lacnic
AS2644,"System Management ARTS, Inc.",US,arin
AS26440,Sprague Operating Resources LLC,US,arin
AS264400,COMERCIO DE PRODUTOS ELETRONICOS VIDEOSAT LTDA,BR,lacnic
AS264401,CSU CARDSYSTEM S.A,BR,lacnic
AS264402,MS NUNES INFORMAÇÃO TECNOLOGICA LTDA,BR,lacnic
AS264403,CMTECH Com.e Serv.de Informatica Ltda,BR,lacnic
AS264404,NETGOOL TELECOMUNICACOES,BR,lacnic
AS264406,ContilNet - Staff Computer LTDA - ME,BR,lacnic
AS264407,SET Soluções Tecnologicas e Informatica Ltda,BR,lacnic
AS264409,GRUPO YAX,BR,lacnic
AS26441,HyperWALLET Systems Inc,CA,arin
AS264411,Costa Do Sol TV a cabo,BR,lacnic
AS264412,RotaSul Telecom,BR,lacnic
AS264413,Conecta Telecom Ltda,BR,lacnic
AS264414,R. PIETSCH & CIA LTDA ME,BR,lacnic
AS264415,MAXIS TELECOMUNICAÇÕES LTDA - ME,BR,lacnic
AS264416,WIANET SOLUCOES E TECNOLOGIA LTDA,BR,lacnic
AS264417,Megalink Telecom,BR,lacnic
AS264418,JESSICA P ALVES ME,BR,lacnic
AS26442,Dun & Bradstreet,US,arin
AS264420,Jobson Luis Melo de Negreiros ME,BR,lacnic
AS264421,BrumaNet Telecom,BR,lacnic
AS264422,DIGITAL WAVE DE MERITI PROVEDOR DE INTERNET LTDA,BR,lacnic
AS264423,Departamento de Trânsito do Estado do Pará,BR,lacnic
AS264424,Enormity Brasil Tecnologia Ltda,BR,lacnic
AS264425,VASTELECOM E INFORMATICA LTDA ME,BR,lacnic
AS264426,VM Provedora de Internet Ltda Me,BR,lacnic
AS264427,FUNDAÇÃO INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,BR,lacnic
AS264428,GTEC NET INFORMATICA LTDA ME,BR,lacnic
AS264429,V1 Telecomunicacoes e Informatica LTDA - ME,BR,lacnic
AS26443,"QIAGEN Shared Services, Inc.",US,arin
AS264430,RESERV INTERNET LTDA,BR,lacnic
AS264432,D & D INFORMÁTICA LTDA,BR,lacnic
AS264433,GUEDES E LOPES COMUNICACAO E INFORMATICA LTDA-ME,BR,lacnic
AS264434,Rech e Bernardi LTDA ME,BR,lacnic
AS264435,Fullconect Telecom,BR,lacnic
AS264436,ICOM TELECOM SERVIÇOS DE COMUNICAÇÃO LTDA - ME,BR,lacnic
AS264437,TELEMAC TELECOMUNICACOES LTDA,BR,lacnic
AS264438,COMMNET SOLUCOES TECNOLOGICAS,BR,lacnic
AS264439,EDFRANCI MACEDO CAVALCANTI ME,BR,lacnic
AS26444,"PayPal, Inc.",US,arin
AS264440,POINT TELECOMUNICAÇÕES LTDA ME,BR,lacnic
AS264441,Delta Comercio Informatica Ltda,BR,lacnic
AS264442,Tamar Comercio e Equipamentos para Informática Ltd,BR,lacnic
AS264443,Policanal Serviços de Telecomunicações Ltda.,BR,lacnic
AS264444,LINKCE Telecom,BR,lacnic
AS264446,MIDIX TECNOLOGIA EIRELI - ME,BR,lacnic
AS264447,Criciuma Net Ltda Me,BR,lacnic
AS264448,NEOLOG TECNOLOGIA LTDA,BR,lacnic
AS264449,A. A. Informática e Manutenção Ltda,BR,lacnic
AS264450,CPGNET SOLUCOES EM INTERNET E REDE LTDA - ME,BR,lacnic
AS264451,GETTEL INTERNET LTDA,BR,lacnic
AS264452,R & B Serviços de Telecomunicações Ltda.,BR,lacnic
AS264453,MOREIRANET TECNOLOGIA E SERVICOS,BR,lacnic
AS264454,Sociedade Educacional Leonardo da Vinci S/S Ltda,BR,lacnic
AS264455,STAR MAN NET PROVEDORA DE INTERNET LTDA - EPP,BR,lacnic
AS264456,GBATELECOM LTDA,BR,lacnic
AS264457,WEBNET SOLUCOES DE INFORMATICA LTDA ME,BR,lacnic
AS264458,SMA Networks Informatica LTDA-ME,BR,lacnic
AS264459,NET ALTERNATIVA PROVEDOR DE INTERNET LTDA - ME,BR,lacnic
AS26446,Ostra LLC,US,arin
AS264460,A W LOURENÇO GOMES PROVEDORES ME,BR,lacnic
AS264461,ADM INTERNET LTDA - ME,BR,lacnic
AS264462,Comercial Conecte Sem Fio Ltda me,BR,lacnic
AS264463,MEGA REDES TELECOM LTDA,BR,lacnic
AS264464,INFORMATICA ALMEIDA PARENTE,BR,lacnic
AS264465,LINK DATA INTERNET,BR,lacnic
AS264466,ASSOCIACAO CULTURAL E EDUCACIONAL DO ESTADO DO PAR,BR,lacnic
AS264467,TRIBUNAL SUPERIOR DO TRABALHO,BR,lacnic
AS264468,Conselho Nacional de Justiça,BR,lacnic
AS264469,CONSELHO DA JUSTICA FEDERAL,BR,lacnic
AS26447,"Shutterfly, Inc.",US,arin
AS264470,Logic Pro Tecnologia,BR,lacnic
AS264471,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,BR,lacnic
AS264472,BCNET SERVICOS DE INFORMATICA LTDA - ME,BR,lacnic
AS264473,POLOTEL TELECOM LOCAÇÃO E DES. DE. SITES LTDA,BR,lacnic
AS264474,PREFEITURA MUN. CARUARU,BR,lacnic
AS264475,Attus Tecnologia em Telecomunicações Ltda,BR,lacnic
AS264476,Tribunal Regional do Trabalho 13a. Regiao,BR,lacnic
AS264477,FLIX TELECOM,BR,lacnic
AS264478,MEGANET TELECOM,BR,lacnic
AS264479,Turbozone Internet,BR,lacnic
AS26448,"Christian Book Distributors, LLC",US,arin
AS264480,VIP Telecom,BR,lacnic
AS264481,TRIBUNAL REGIONAL DO TRABALHO - 8A REGIAO,BR,lacnic
AS264482,"Prati, Donaduzzi & Cia Ltda.",BR,lacnic
AS264483,RP Telecom,BR,lacnic
AS264484,4u Network,BR,lacnic
AS264485,M. COELHO M. LIMA SERVICOS DE TELECOMUNICACAO - ME,BR,lacnic
AS264486,O T Tecnologia Em Informática Ltda,BR,lacnic
AS264487,iguaba provedor de serviços internet ltda,BR,lacnic
AS264488,Maildez Serviços de Internet S S Ltda,BR,lacnic
AS264489,TEKYNIK SOLUÇOES TECNOLÓGICAS LTDA-EPP,BR,lacnic
AS26449,"Geneva On-Line, Inc.",US,arin
AS264490,ANDRA TELECOM,BR,lacnic
AS264491,Orsine e Souza Telecomunicações LTDA,BR,lacnic
AS264492,"TECHCOM COMUNICAÇÃO, COMÉRCIO E SERVIÇOS LTDA-ME",BR,lacnic
AS264493,AGILY TELECOM,BR,lacnic
AS264494,CONNECT UP,BR,lacnic
AS264495,MUNICÍPIO DE BOA VISTA,BR,lacnic
AS264496,IR TECNOLOGIA LTDA ME,BR,lacnic
AS264497,Carla Machado Internet Me,BR,lacnic
AS264498,NETIZ TELECOM,BR,lacnic
AS264499,NETMARK TELECOM PROVEDOR DE INTERNET LTDA,BR,lacnic
AS2645,The Commnet Project,US,arin
AS26450,CTDI,US,arin
AS264500,SoulTelecom - Provedor de Acesso a Internet,BR,lacnic
AS264502,ZNET TELECOM LTDA,BR,lacnic
AS264503,provedor r costa internet ltda,BR,lacnic
AS264504,INTERLESNET LTDA - ME,BR,lacnic
AS264506,SCGAS - Companhia de Gás de Santa Catarina,BR,lacnic
AS264507,EMPREL - EMPRESA MUNICIPAL DE INFORMATICA,BR,lacnic
AS264508,INET TELECOM E INFORMATICA LTDA,BR,lacnic
AS264509,CONECTA AMAZONIA TELECOM LTDA. - ME,BR,lacnic
AS26451,"FUTURE WIRELESS TECHNOLOGIES OF NEBRASKA, INC.",US,arin
AS264510,MEGANET TELECOM LTDA-ME,BR,lacnic
AS264511,Speed Ponto Net Servicos de Informatica Ltda,BR,lacnic
AS264512,GIGABYTE NETWORK COMERCIO E SERVICOS EIRELI - EPP,BR,lacnic
AS264513,R H M NET LTDA - ME,BR,lacnic
AS264514,DESCALNET PROVEDOR LTDA - ME,BR,lacnic
AS264515,Konectta ISP Telecomunicações Ltda.,BR,lacnic
AS264516,A.M.A TELECOM,BR,lacnic
AS264517,GM NETWORK TELECOMUNICACOES LTDA - ME,BR,lacnic
AS264518,CONECTMAIS COMUNICAÇOES LTDA,BR,lacnic
AS264519,BLUE TELECOMUNICACOES DO BRASIL LTDA,BR,lacnic
AS26452,"BringCom, Inc.",US,arin
AS264520,Radioscan Telecom Com. De Compon. Eletr. Ltda-EPP,BR,lacnic
AS264521,SLIM NET TELECOM LTDA,BR,lacnic
AS264522,SEBASTIANA NUNES DOS SANTOS - ME,BR,lacnic
AS264523,Kinema da Ilha Informática e Tecnologia Ltda.,BR,lacnic
AS264524,Cunha e Zanato telecom LTDA ME,BR,lacnic
AS264525,Coelho Tecnologia,BR,lacnic
AS264526,ALPHANETT SERVIÇOS DE TELECOMUNICAÇÕES,BR,lacnic
AS264527,LRF CONECTIONS SERVICOS LTDA ME,BR,lacnic
AS264528,Sidinara Dambros da Silva e CIA LTDA EPP,BR,lacnic
AS264529,IW Group Solucoes em TI,BR,lacnic
AS26453,"Infinisource, Inc.",US,arin
AS264530,JPP PANCINI LTDA,BR,lacnic
AS264531,ULTRA TELECOM,BR,lacnic
AS264532,TAN - TECNOLOGIA DA INFORMAÇÃO APLICADA A NEGÓCIOS,BR,lacnic
AS264533,TEC NET,BR,lacnic
AS264534,"SPOT PROMOÇÕES, EVENTOS E MERCHAND LTDA",BR,lacnic
AS264535,Assemil Sat Comércio Serv. Equip. Comun. Ltda,BR,lacnic
AS264536,DIRETRIX COMÉRCIO INFORMATICA LTDA.,BR,lacnic
AS264537,RALINK TELECOM LTDA,BR,lacnic
AS264538,LIGNET TELECOMUNICAÇÕES,BR,lacnic
AS264539,Erik Lucas Barbosa,BR,lacnic
AS26454,Henry Schein Inc,US,arin
AS264540,RG Tecnologia e Telecomunicações Ltda,BR,lacnic
AS264541,NET SET TELECOMUNICAÇÕES LTDA - ME,BR,lacnic
AS264542,KMM SERVIÇOS ELETRICO E ELETRONICO LTDA - ME,BR,lacnic
AS264543,MEGA CONEXAO TELECOM LTDA,BR,lacnic
AS264544,SUPER NOVA TELECOM LTDA,BR,lacnic
AS264545,WELLINGTON SEVERINO DA SILVA - ME,BR,lacnic
AS264547,DATAZOOM TELECOM,BR,lacnic
AS264548,CHR TELECOM,BR,lacnic
AS264549,ADVANX INFORMATICA LTDA,BR,lacnic
AS26455,Celgene Corporation,US,arin
AS264550,M H SAT SERVIÇOS EM TELECOMUNICAÇÕES,BR,lacnic
AS264551,F.B. BABETO ME,BR,lacnic
AS264552,JustWeb Telecomunicações LTDA,BR,lacnic
AS264553,J da L Moraes Telecom ME,BR,lacnic
AS264554,CONECTE TELECOMUNICAÇÕES LTDA,BR,lacnic
AS264555,TECCLOUD SERVIÇOS DE TECNOLOGIA AHU LTDA.,BR,lacnic
AS264556,L. Garcia Comunicações ME,BR,lacnic
AS264557,Vale & Bonomo Telecomunicacoes Ltda - ME,BR,lacnic
AS264558,Posseidon Produtos para Infomática Ltda,BR,lacnic
AS264559,Inovti Solucoes em Informatica Ltda,BR,lacnic
AS26456,John Hancock Life Insurance Company (U.S.A.),US,arin
AS264560,PORTO SEGURO TELECOMUNICAÇÕES,BR,lacnic
AS264561,ASSUNET LTDA - ME,BR,lacnic
AS264562,TEX NET SERVIÇOS DE COMUNICAÇÃO EM INFORMATICA LTD,BR,lacnic
AS264564,VIVA SERVICOS DE COMUNICACAO LTDA - ME,BR,lacnic
AS264565,BERTASSO E CIA LTDA,BR,lacnic
AS264566,internet o sul COMÉRCIO E SERVIÇOS LTDA,BR,lacnic
AS264567,MF GOMES DA SILVA PORTAIS LTDA - ME,BR,lacnic
AS264568,C & A NET INFORMÁTICA E INTERNET - ME,BR,lacnic
AS264569,INTERNET SAT SERVICOS DE TELECOMUNICACOES LTDA - M,BR,lacnic
AS26457,nonexiste.net,US,arin
AS264570,RIOTEL TELECOMUNICAÇÕES LESTE- RTL,BR,lacnic
AS264571,Netfar Informatica Ltda,BR,lacnic
AS264572,Dias & Coelho Ltda. ME,BR,lacnic
AS264573,GNEX LTDA,BR,lacnic
AS264574,Elite Telecomunicaçoes LTDA ME,BR,lacnic
AS264575,Nexfibra Telecomunicações Ltda,BR,lacnic
AS264576,I. C. JADÃO,BR,lacnic
AS264577,REDE WINET PROVEDOR DE INTERNET LTDA - ME,BR,lacnic
AS264578,B S COMÉRCIO E SERVIÇOS EM INFORMÁTICA LTDA - ME,BR,lacnic
AS264579,Net Mais Telecomunicações Eireli - ME,BR,lacnic
AS26458,"Level 3 Parent, LLC",US,arin
AS264580,NETLI TELECOMUNICAÇÕES LTDA - ME,BR,lacnic
AS264581,BANCO DO NORDESTE DO BRASIL S/A,BR,lacnic
AS264582,URUPESNET PROVEDOR,BR,lacnic
AS264583,DigitalSign Certificação Digital LTDA.,BR,lacnic
AS264584,CAWEB INFORMATICA LTDA,BR,lacnic
AS264585,Flash Net Provedor Ltda - ME,BR,lacnic
AS264586,SPEED TELECOMUNICACOES,BR,lacnic
AS264587,L. MARCON - ME,BR,lacnic
AS264588,SKILLNET WIRELESS & FIBRA OPTICAS E SOLUÇÕES,BR,lacnic
AS264589,E L DA SILVA SERVIÇOS DE REDES E COMUNICAÇÕES ME,BR,lacnic
AS26459,"The Trade Desk, Inc.",US,arin
AS264590,INTELIX TECNOLOGIA LTDA-ME,BR,lacnic
AS264591,7 Sul Telecom,BR,lacnic
AS264592,ENLACE TELECOM,BR,lacnic
AS264593,Net Mariana Informatica EIRELI - ME,BR,lacnic
AS264594,Bludata Processamento de Dados Ltda,BR,lacnic
AS264595,E.M. SOUZA FALCÃO INFORMÁTICA & INTERNET EIRELI ME,BR,lacnic
AS264596,ALFA TELECOMUNICACOES,BR,lacnic
AS264597,Via Sul Provedor de Acesso a Internet LTDA,BR,lacnic
AS264598,DELTA TELECOMUNICACAO LTDA - ME,BR,lacnic
AS264599,SYNCONTEL TELECOMUNICAÇÕES LTDA,BR,lacnic
AS2646,Synaptics Incorporated,US,arin
AS26460,"Fidelity National Information Services, Inc.",US,arin
AS264600,uznet provedora de internet ltda-me,BR,lacnic
AS264602,M.C.R. CAMPOS INFORMATICA E TELECOMUNICAÇÕES-ME,BR,lacnic
AS264603,TOKSOM Provedor de Internet,BR,lacnic
AS264604,Unixsis Servicos de Unix e Cloud - ME,BR,lacnic
AS264605,TELEVIADUCTO S.R.L.,DO,lacnic
AS264606,ENLACEVISION,SV,lacnic
AS264607,ASOCIACIÓN CIVIL ALTERMUNDI,AR,lacnic
AS264608,TECNO AZAR S.A.,AR,lacnic
AS264609,TECOMUNICA NICARAGUA,NI,lacnic
AS26461,"Cardworks Servicing, LLC",US,arin
AS264610,IDT CORPORATION DE ARGENTINA S.A.,AR,lacnic
AS264611,FRONTERA DIGITAL S.A.,AR,lacnic
AS264612,BANCO MERCANTIL SANTA CRUZ S.A.,BO,lacnic
AS264613,DIGITAL SAVIO S.A.,AR,lacnic
AS264614,CAJA DE SEGUROS SA,AR,lacnic
AS264615,INASOL INALÁMBRICA SOLUCIONES S.A.,CR,lacnic
AS264616,Haiti Data Networks S.A.,HT,lacnic
AS264617,GRUPO PANAGLOBAL 15 S.A,PA,lacnic
AS264618,INSTITUTO UNIVERSITARIO AERONÁUTICO,AR,lacnic
AS264619,Wireless Provider,AR,lacnic
AS26462,SUNY Geneseo Computer Center,US,arin
AS264620,Payroll S.A,CL,lacnic
AS264621,BLUE SAT SERVICIOS ADMINISTRADOS DE TELECOMUNICACIONES SA,CR,lacnic
AS264622,VELNET S.A.,AR,lacnic
AS264623,CRUCERO DEL NORTE SRL,AR,lacnic
AS264624,Interredes S.A.,AR,lacnic
AS264625,SANTA CRUZ AUGUSTO JULIAN (SONYTEL),AR,lacnic
AS264626,Ingeniería e Informática Asociada Ltda (IIA Ltda),CL,lacnic
AS264627,COMUNICACIONES Y CONSUMOS S.A.,AR,lacnic
AS264628,The Houses Television C.A. (ConexTELECOM),VE,lacnic
AS264629,"COOP. DE PROVISIÓN DE ELECTRICIDAD, SERVICIOS, VIVIENDA Y CRÉDITO DE MAR DEL PLATA LTDA",AR,lacnic
AS26463,Macomb Intermediate School District,US,arin
AS264630,Universidad Nacional de Jujuy,AR,lacnic
AS264631,RED PARAGUAYA DE TELECOMUNICACIONES SA,PY,lacnic
AS264632,Tecnopan S.R.L.,AR,lacnic
